gnd_id,bbg,name,count
1210933306,Tu3,Winterberg,2265
040721337,Tu1,Deutschland,795
041257839,Tu1,Deutschland,724
300006756,Tu1,Bach,666
300108761,Tu1,Mozart,661
300016484,Tu1,Beethoven,640
300016328,Tu1,Beethoven,627
300110804,Tu1,Mozart,609
300140924,Tu1,Schubert,531
040697193,Tu1,Deutschland,519
