27.6,278
7.12a,278
3.5ca,278
5.4,266
7.12,265
10.3d,260
16.4b,253
10.1b,252
7.2a,250
10.2aa,249
10.2eb,247
27.9b,244
23.4,243
10.15,223
27.3a,218
29p,216
10.15p,215
10.4p,204
26,200
9.3a,194
11.3d,190
10.14p,178
16.4,176
10.11d,175
10.2dc,170
11.1b,169
10.2da,168
7.12e,163
19.3p,155
35p,151
10.2e,141
10.2ep,138
3.5ba,132
11.1c,122
7.11c,121
4.7,117
7.5f,116
7.2,104
27.3e,101
5.6,100
10.1,98
9.1,96
10.2ab,90
10.3a,84
27.18,75
4.6,75
24.2,73
19,71
10.10p,71
27.9,63
25.2,58
7.8b,53
9.1b,52
9.1a,38
10.2db,34
16.4a,34
36p,31
11.3c,23
10.1a,22
10.2d,21
9.2,16
7.1b,9
6,1
0.0p,1
39p,1
