gnd_id,bbg,name,count
969619588,Tb1,Books on Demand GmbH,71772
106492235X,Tb6,epubli GmbH,50995
940431181,Tbz,Europäische Union,25144
1043386068,Tb1,Springer Fachmedien Wiesbaden GmbH,22415
1008731927,Tb1,Tredition GmbH,19803
1064344704,Tb1,Springer International Publishing,16167
973837799,Tb1,Walter de Gruyter GmbH & Co. KG,14954
004691792,Tbz,Katholische Kirche,13229
007778449,Tb1,American Guild for German Cultural Freedom,11865
1065168780,Tb6,Springer-Verlag GmbH,11301
