gnd_id,bbg,name,count
1221529951,Tu3,"Da rein, da raus",343
1221529749,Tu3,Egbert wird rot,251
1221529439,Tu3,Fünf Meter Zeit,112
1216596069,Tu3,Wohnungsbau-Normen,29
123103078X,Tu1,Die schönsten Weihnachtslieder,27
1214186106,Tu3,Vermögensteuer- und Bewertungsrecht,26
1221194801,Tu3,Verkehrsrecht,21
1217424881,Tu3,Arbeitsrecht für Arbeitgeber,18
1221530038,Tu3,Der sicherste Ort der Welt,17
1219151076,Tu3,Der Bauprozess,17
