gnd_id,bbg,name,count
940431181,Tbz,Europäische Union,24709
004691792,Tbz,Katholische Kirche,13088
000354392,Tbz,Europäische Gemeinschaften,2510
040649954,Tb1,Deutschland,1160
040036979,Tb1,Konzentrationslager Auschwitz,975
007159757,Tb1,Deutschland,944
007641826,Tb1,Deutschland,875
004798139,Tb1,Sozialdemokratische Partei Deutschlands,861
940855348,Tb1,Europäischer Gerichtshof,677
00739599X,Tb1,Universelles Leben e.V.,620
