gnd_id,bbg,name,count
040118827,Tgz,Deutschland,258706
040432718,Tgz,Österreich,38574
040538818,Tgz,Schweiz,31261
040057283,Tgz,Berlin,25948
040787044,Tgz,USA,24752
040157016,Tgz,Europa,21334
040118894,Tgz,Deutschland,17067
040352064,Tg1,Leipzig,17032
040181456,Tgz,Frankreich,13810
040118908,Tgz,Deutschland,12949
