gnd_id,bbg,name,count
00754023X,Tf1,IBA,4151
004817613,Tf1,Vatikanisches Konzil,710
004411471,Tf1,Internationale Ausstellung für Buchgewerbe und Graphik,308
004789326,Tf1,Olympische Spiele,295
974139572,Tf1,FIFA Fußball-Weltmeisterschaft,232
955540607,Tf1,Expo,171
040178609,Tf1,Formel-1-Weltmeisterschaft,171
004292952,Tf1,Fußballweltmeisterschaft,150
004760468,Tf1,Landwirtschaftsausstellung der DDR,143
004882911,Tf1,Leipziger Messe,111
