gnd_id,bbg,name,count
040118827,Tgz,Deutschland,255454
040432718,Tgz,Österreich,37080
040538818,Tgz,Schweiz,30351
040787044,Tgz,USA,24537
040157016,Tgz,Europa,21173
040118894,Tgz,Deutschland,15655
040057283,Tgz,Berlin,15337
040181456,Tgz,Frankreich,13705
040118908,Tgz,Deutschland,12699
040221539,Tgz,Großbritannien,10400
