gnd_id,bbg,name,count
040721337,Tu1,Deutschland,771
041257839,Tu1,Deutschland,754
040697193,Tu1,Deutschland,530
04120980X,Tu1,Bayern,462
040787885,Tu1,Deutschland,373
041281403,Tu1,Goethe,328
970399855,Tu1,Deutschland,301
041223942,Tu1,Deutschland,297
041127390,Tu1,Deutschland,280
966176669,Tu1,Deutscher Vergabe- und Vertragsausschuss für Bauleistungen,267
