gnd_id,bbg,name,count
118584596,Tpz,Mozart,32204
11850553X,Tpz,Bach,30077
118508288,Tpz,Beethoven,18701
118610961,Tpz,Schubert,12881
118540238,Tpz,Goethe,12207
118514253,Tp1,Brahms,10541
118547356,Tp1,Haydn,9538
118611666,Tpz,Schumann,8753
118544489,Tp1,Händel,8751
118594117,Tpz,Wagner,7848
