gnd_id,bbg,name,count
1217680330,Ts1,Informationssicherheit,65
1217662863,Ts1,Störerhaftung,57
1231485639,Ts3,Uhertype Standard-Grotesk,52
1216147949,Ts1,Eintopfsonntag,28
1217543651,Ts1,Crowdworking,25
1220324590,Ts1,Atypische Beschäftigung,23
1232850519,Ts1,Integrierte Produktentwicklung,18
1217604480,Ts1,Schule von Barbizon,15
1227961537,Ts1,Heteronormativität,15
1222037076,Ts1,Zeitungskopf,14
