gnd_id,bbg,name,count
1221529951,Tu3,"Da rein, da raus",343
1220054747,Tp3,Schmidt,315
1221529749,Tu3,Egbert wird rot,252
1218717890,Tp3,Kaiser,228
1218183276,Tp3,Nettingsmeier,212
1235478017,Tp3,Fritz,171
1214731147,Tp3,Grabe,150
1221529439,Tu3,Fünf Meter Zeit,145
122292885X,Tp3,König,115
1230104798,Tp1,Berghaus,109
