gnd_id,bbg,name,count
004817613,Tf1,Vatikanisches Konzil,531
004789326,Tf1,Olympische Spiele,279
004411471,Tf1,Internationale Ausstellung für Buchgewerbe und Graphik,242
040178609,Tf1,Formel-1-Weltmeisterschaft,171
974139572,Tf1,FIFA Fußball-Weltmeisterschaft,157
004292952,Tf1,Fußballweltmeisterschaft,147
004491564,Tf1,Oktoberfest,95
041857763,Tf1,Tour de France,94
004838459,Tf1,Wiener Kongress,83
004657152,Tf1,Bayreuther Festspiele,75
