gnd_id,bbg,name,count
1225128579,Tg1,Eswatini,41
1220366188,Tg3,Aue,36
1220741116,Tg1,Schlotheim,29
1223489221,Tg1,Creuzburg,26
1223487040,Tg1,Mihla,21
121419172X,Tg1,Nohra,19
122262494X,Tg1,Knau,18
1219151246,Tg1,Kreuzebra,18
1222625555,Tg1,Dreba,17
1214188699,Tg1,Wolkramshausen,17
