gnd_id,bbg,name,count
040118827,Tgz,Deutschland,255454
041132920,Tsz,Deutsch,52471
041336976,Tsz,Topografie,39408
040432718,Tgz,Österreich,37080
040538818,Tgz,Schweiz,30351
040359646,Tsz,Literatur,29706
940431181,Tbz,Europäische Union,24709
040787044,Tgz,USA,24537
040674886,Tsz,Zeitschrift,24268
040182029,Tsz,Frau,23150
